id|touristic_place_id|url
39|PARQUE MUNICIPAL DE BARRANCO|https://res.cloudinary.com/virtual-guide/image/upload/v1629671874/foto_16_hbyzxg.jpg
40|PARQUE MUNICIPAL DE BARRANCO|https://res.cloudinary.com/virtual-guide/image/upload/v1629671875/foto_17_yufsjd.jpg
41|MUSEO NACIONAL DE ARQUEOLOGÍA, ANTROPOLOGÍA E HISTORIA DEL PERU|https://res.cloudinary.com/virtual-guide/image/upload/v1629672151/foto_19_l9i8jv.jpg
42|MUSEO NACIONAL DE ARQUEOLOGÍA, ANTROPOLOGÍA E HISTORIA DEL PERU|https://res.cloudinary.com/virtual-guide/image/upload/v1629672152/foto_20_djx4zj.jpg
43|MUSEO AMANO|https://res.cloudinary.com/virtual-guide/image/upload/v1629672606/museo-amano_nca2tr.jpg
44|MUSEO AMANO|https://res.cloudinary.com/virtual-guide/image/upload/v1629672652/museo-textiles-amano-Lima-6_kkmzhe.jpg
45|MUSEO AMANO|https://res.cloudinary.com/virtual-guide/image/upload/v1629672654/yoshitaro_amano_01_tnnkx8.jpg
46|MUSEO NACIONAL DE LA CULTURA PERUANA|https://res.cloudinary.com/virtual-guide/image/upload/v1629673578/foto_21_a36dv3.jpg
47|MUSEO NACIONAL DE LA CULTURA PERUANA|https://res.cloudinary.com/virtual-guide/image/upload/v1629673580/foto_22_dcmkfa.jpg
48|MUSEO NACIONAL DE LA CULTURA PERUANA|https://res.cloudinary.com/virtual-guide/image/upload/v1629673581/foto_23_ywiye4.jpg
49|MUSEO DE ARTE DE LA UNIVERSIDAD NACIONAL DE SAN MARCOS|https://res.cloudinary.com/virtual-guide/image/upload/v1629692957/280px-UNMSM-CCSM_Casona_de_la_Universidad_de_San_Marcos__54_pekpbp.jpg
50|MUSEO DE ARTE DE LA UNIVERSIDAD NACIONAL DE SAN MARCOS|https://res.cloudinary.com/virtual-guide/image/upload/v1629692962/MUSEO-DE-ARTE-DE-SAN-MARCOS_ph9ee0.jpg
51|MUSEO DE ARTE DE LA UNIVERSIDAD NACIONAL DE SAN MARCOS|https://res.cloudinary.com/virtual-guide/image/upload/v1629692962/museo_arte_san_marcos_xfyjot.png
52|CASA MUSEO RICARDO PALMA|https://res.cloudinary.com/virtual-guide/image/upload/v1629693363/foto_24_rtwp0d.jpg
53|CASA MUSEO RICARDO PALMA|https://res.cloudinary.com/virtual-guide/image/upload/v1629693364/foto_25_yzstww.jpg
54|CASA MUSEO RICARDO PALMA|https://res.cloudinary.com/virtual-guide/image/upload/v1629693365/foto_26_gbso7y.jpg
55|CASA MUSEO RICARDO PALMA|https://res.cloudinary.com/virtual-guide/image/upload/v1629693366/foto_27_yfhal8.jpg
56|CASA MUSEO JULIA CODESIDO|https://res.cloudinary.com/virtual-guide/image/upload/v1629693849/Captura_de_Pantalla_2021-08-22_a_la_s_23.43.52_v4qazq.png
57|CASA MUSEO JULIA CODESIDO|https://res.cloudinary.com/virtual-guide/image/upload/v1629693853/Captura_de_Pantalla_2021-08-22_a_la_s_23.44.07_gjjun9.png
58|CASA MUSEO JULIA CODESIDO|https://res.cloudinary.com/virtual-guide/image/upload/v1629693872/descarga_1_nkgjxd.jpg
59|PARQUE FEDERICO VILLARREAL|https://res.cloudinary.com/virtual-guide/image/upload/v1630182186/monumento-federico-villareal_zi9hf8.jpg
60|PARQUE FEDERICO VILLARREAL|https://res.cloudinary.com/virtual-guide/image/upload/v1630182188/bco_pq_villa_18_sqe6bp.jpg
61|PARQUE FEDERICO VILLARREAL|https://res.cloudinary.com/virtual-guide/image/upload/v1630182191/000302265W_zdmaoo.jpg
62|PLAZA SANTISIMA CRUZ DEL VIAJERO|https://res.cloudinary.com/virtual-guide/image/upload/v1630182271/DSC05818_vcnwdl.jpg
63|PLAZA SANTISIMA CRUZ DEL VIAJERO|https://res.cloudinary.com/virtual-guide/image/upload/v1630182273/5395070_op4nxj.jpg
64|PLAZA SANTISIMA CRUZ DEL VIAJERO|https://res.cloudinary.com/virtual-guide/image/upload/v1630182275/67_big_xcuxzp.jpg
65|MUSEO LARCO HERRERA|https://res.cloudinary.com/virtual-guide/image/upload/v1630174105/foto.aspx-2_h769on.jpg
66|MUSEO LARCO HERRERA|https://res.cloudinary.com/virtual-guide/image/upload/v1630174108/foto.aspx_o5xih4.jpg
67|MUSEO LARCO HERRERA|https://res.cloudinary.com/virtual-guide/image/upload/v1630174103/foto.aspx-3_kcrmye.jpg
68|MUSEO LARCO HERRERA|https://res.cloudinary.com/virtual-guide/image/upload/v1630174144/fachada-del-museo-larco_tcwwju.jpg
69|MUSEO LARCO HERRERA|https://res.cloudinary.com/virtual-guide/image/upload/v1630174148/Museo-Larco-Waman-Adventures-2_l1antf.jpg
70|PARQUE CENTRAL|https://res.cloudinary.com/virtual-guide/image/upload/v1630174407/foto.aspx-7_jpxgs1.jpg
71|PARQUE CENTRAL|https://res.cloudinary.com/virtual-guide/image/upload/v1630174358/foto.aspx-4_wpnc49.jpg
72|PARQUE CENTRAL|https://res.cloudinary.com/virtual-guide/image/upload/v1630174357/foto.aspx-5_gamnt6.jpg
73|PARQUE EL CARMEN|https://res.cloudinary.com/virtual-guide/image/upload/v1630174707/02OJUCT3ELYLDOOJLM2XX0HY4B3ALEYUJI5SPL5LWZI4IE1I_fgpeir.jpg
74|PARQUE EL CARMEN|https://res.cloudinary.com/virtual-guide/image/upload/v1630174709/12054152_Wsm73f_Bxe7qDEZqexIUw0N1GuHac217z56xHT_6Awc_qm2nas.jpg
75|PARQUE EL CARMEN|https://res.cloudinary.com/virtual-guide/image/upload/v1630174710/Foto-Web_q3ddqp.jpg
76|PARQUE DEL FARO DE LA MARINA|https://res.cloudinary.com/virtual-guide/image/upload/v1630174932/foto.aspx-10_r8cxqa.jpg
77|PARQUE DEL FARO DE LA MARINA|https://res.cloudinary.com/virtual-guide/image/upload/v1630174934/foto.aspx-8_nvi7an.jpg
78|PARQUE DEL FARO DE LA MARINA|https://res.cloudinary.com/virtual-guide/image/upload/v1630174933/foto.aspx-9_v4xtnj.jpg
79|PARQUE ALFREDO SALAZAR|https://res.cloudinary.com/virtual-guide/image/upload/v1630175445/foto.aspx-13_g8qukb.jpg
80|PARQUE ALFREDO SALAZAR|https://res.cloudinary.com/virtual-guide/image/upload/v1630175481/foto.aspx-12_zxb3nq.jpg
81|PARQUE ALFREDO SALAZAR|https://res.cloudinary.com/virtual-guide/image/upload/v1630175502/foto.aspx-11_lhed0g.jpg
82|PALACIO MUNICIPAL DE MIRAFLORES|https://res.cloudinary.com/virtual-guide/image/upload/v1630175757/2670_mc3p72.jpg
83|PALACIO MUNICIPAL DE MIRAFLORES|https://res.cloudinary.com/virtual-guide/image/upload/v1630175750/6211542980_d7af6db2fd_b_tw5wco.jpg
84|PALACIO MUNICIPAL DE MIRAFLORES|https://res.cloudinary.com/virtual-guide/image/upload/v1630175761/foto.aspx-14_jtr6jg.jpg
85|MUSEO PEDRO DE OSMA|https://res.cloudinary.com/virtual-guide/image/upload/v1630176037/sala-virgenes_dba0cf_lgpnns.jpg
86|MUSEO PEDRO DE OSMA|https://res.cloudinary.com/virtual-guide/image/upload/v1630176038/museo-pedro-de-osma-11_oe9gtz.jpg
87|MUSEO PEDRO DE OSMA|https://res.cloudinary.com/virtual-guide/image/upload/v1630176041/1582316494137_hakyb2.jpg
88|PALACIO DE GOBIERNO|https://res.cloudinary.com/virtual-guide/image/upload/v1630176665/Palacio-de-Gobierno_sbw9nt.jpg
89|PALACIO DE GOBIERNO|https://res.cloudinary.com/virtual-guide/image/upload/v1630176667/foto.aspx-16_a7ksvo.jpg
90|PALACIO DE GOBIERNO|https://res.cloudinary.com/virtual-guide/image/upload/v1630176669/foto.aspx-15_rbw0uu.jpg
91|PALACIO MUNICIPAL DE LIMA|https://res.cloudinary.com/virtual-guide/image/upload/v1630176884/Municipalidad_Metropolitana_de_Lima_fouk0r.jpg
92|PALACIO MUNICIPAL DE LIMA|https://res.cloudinary.com/virtual-guide/image/upload/v1630176885/foto.aspx-18_eyztxd.jpg
93|PALACIO MUNICIPAL DE LIMA|https://res.cloudinary.com/virtual-guide/image/upload/v1630176901/foto.aspx-19_erchkt.jpg
94|PALACIO MUNICIPAL DE LIMA|https://res.cloudinary.com/virtual-guide/image/upload/v1630176885/foto.aspx-17_rgjw92.jpg
95|PARQUE DE LA MURALLA|https://res.cloudinary.com/virtual-guide/image/upload/v1630177093/foto.aspx-22_bkm5qe.jpg
96|PARQUE DE LA MURALLA|https://res.cloudinary.com/virtual-guide/image/upload/v1630177096/foto.aspx-21_cbqlio.jpg
97|PARQUE DE LA MURALLA|https://res.cloudinary.com/virtual-guide/image/upload/v1630177098/foto.aspx-20_zud5ay.jpg
98|MUSEO ANDRÉS DEL CASTILLO|https://res.cloudinary.com/virtual-guide/image/upload/v1630177358/museo-andres-castillo_uksjt4.jpg
99|MUSEO ANDRÉS DEL CASTILLO|https://res.cloudinary.com/virtual-guide/image/upload/v1630177361/Muse_Andres_Castillo-3_kqqulv.jpg
100|MUSEO ANDRÉS DEL CASTILLO|https://res.cloudinary.com/virtual-guide/image/upload/v1630177374/Muse_Andres_Castillo-1-3_v7inrl.jpg
101|MUSEO DE ARTES Y TRADICIONES POPULARES|https://res.cloudinary.com/virtual-guide/image/upload/v1630177619/museo-de-artes-y-tradiciones-populares_akknlj.jpg
102|MUSEO DE ARTES Y TRADICIONES POPULARES|https://res.cloudinary.com/virtual-guide/image/upload/v1630177621/100_0412_t5ls0x.jpg
103|MUSEO DE ARTES Y TRADICIONES POPULARES|https://res.cloudinary.com/virtual-guide/image/upload/v1630177625/casa-riva-aguero_cvzj4u.jpg
104|PARQUE DE LA RESERVA - CIRCUITO MÁGICO DEL AGUA|https://res.cloudinary.com/virtual-guide/image/upload/v1630177882/foto.aspx-28_rdkgcw.jpg
105|PARQUE DE LA RESERVA - CIRCUITO MÁGICO DEL AGUA|https://res.cloudinary.com/virtual-guide/image/upload/v1630177887/foto.aspx-27_nr8yns.jpg
106|PARQUE DE LA RESERVA - CIRCUITO MÁGICO DEL AGUA|https://res.cloudinary.com/virtual-guide/image/upload/v1630177889/foto.aspx-26_xjlhqu.jpg
107|PARQUE DE LA RESERVA - CIRCUITO MÁGICO DEL AGUA|https://res.cloudinary.com/virtual-guide/image/upload/v1630177893/foto.aspx-24_pn3rdo.jpg
108|PARQUE DE LA RESERVA - CIRCUITO MÁGICO DEL AGUA|https://res.cloudinary.com/virtual-guide/image/upload/v1630177891/foto.aspx-25_psjfwd.jpg
109|PARQUE DE LA RESERVA - CIRCUITO MÁGICO DEL AGUA|https://res.cloudinary.com/virtual-guide/image/upload/v1630177897/foto.aspx-23_pd63px.jpg
110|PINACOTECA MUNICIPAL IGNACIO MERINO|https://res.cloudinary.com/virtual-guide/image/upload/v1630178629/1_kW30-HMkOgEtVtlMmPvUFw_qxciap.jpg
111|PINACOTECA MUNICIPAL IGNACIO MERINO|https://res.cloudinary.com/virtual-guide/image/upload/v1630178630/O2KSVAIS2ZGK7LBF6AIUGQEIHQ_dkikyl.jpg
112|PINACOTECA MUNICIPAL IGNACIO MERINO|https://res.cloudinary.com/virtual-guide/image/upload/v1630178632/pinacoteca_faj5kh.jpg
113|MUSEO NUMISMÁTICO DEL PERÚ |https://res.cloudinary.com/dyifsbjuf/image/upload/v1629567787/vguide/MUSEO%20NUMISM%C3%81TICO%20DEL%20PER%C3%9A%20/descarga_2_-_1_ton6hj.jpg
114|MUSEO NUMISMÁTICO DEL PERÚ |https://res.cloudinary.com/dyifsbjuf/image/upload/v1629567787/vguide/MUSEO%20NUMISM%C3%81TICO%20DEL%20PER%C3%9A%20/descarga_1_-_1_s7upho.jpg
115|MUSEO NUMISMÁTICO DEL PERÚ |https://res.cloudinary.com/dyifsbjuf/image/upload/v1629567787/vguide/MUSEO%20NUMISM%C3%81TICO%20DEL%20PER%C3%9A%20/descarga_3_-_1_wbrjhw.jpg
116| MUSEO ELECTORAL Y DE LA DEMOCRACIA|https://res.cloudinary.com/dyifsbjuf/image/upload/v1629569677/vguide/%20MUSEO%20ELECTORAL%20Y%20DE%20LA%20DEMOCRACIA/descarga_1_-_2_dbavyo.jpg 
117| MUSEO ELECTORAL Y DE LA DEMOCRACIA|https://res.cloudinary.com/dyifsbjuf/image/upload/v1629569677/vguide/%20MUSEO%20ELECTORAL%20Y%20DE%20LA%20DEMOCRACIA/descarga_2_-_2_slstcj.jpg
118| MUSEO ELECTORAL Y DE LA DEMOCRACIA|https://res.cloudinary.com/dyifsbjuf/image/upload/v1629569677/vguide/%20MUSEO%20ELECTORAL%20Y%20DE%20LA%20DEMOCRACIA/descarga_3_-_2_y6cg6b.jpg
119| MUSEO DE ARTE ITALIANO|https://res.cloudinary.com/dyifsbjuf/image/upload/v1629571617/vguide/%20MUSEO%20DE%20ARTE%20ITALIANO/descarga_2_-_3_qb75sh.jpg
120| MUSEO DE ARTE ITALIANO|https://res.cloudinary.com/dyifsbjuf/image/upload/v1629571617/vguide/%20MUSEO%20DE%20ARTE%20ITALIANO/descarga_1_-_3_q1txh2.jpg
121| MUSEO DE ARTE ITALIANO|https://res.cloudinary.com/dyifsbjuf/image/upload/v1629571617/vguide/%20MUSEO%20DE%20ARTE%20ITALIANO/descarga_3_-_3_kydtcb.jpg
122|MUSEO ETNOGRAFICO DEL C.C JOSÉ PÍO AZA|https://res.cloudinary.com/dyifsbjuf/image/upload/v1629575327/vguide/MUSEO%20ETNOGRAFICO%20DEL%20C.C%20JOS%C3%89%20P%C3%8DO%20AZA/descarga_1_-_4_mgp3ev.jpg
123|MUSEO ETNOGRAFICO DEL C.C JOSÉ PÍO AZA|https://res.cloudinary.com/dyifsbjuf/image/upload/v1629575327/vguide/MUSEO%20ETNOGRAFICO%20DEL%20C.C%20JOS%C3%89%20P%C3%8DO%20AZA/descarga_3_-_4_lik6ol.jpg
124|MUSEO ETNOGRAFICO DEL C.C JOSÉ PÍO AZA|https://res.cloudinary.com/dyifsbjuf/image/upload/v1629575327/vguide/MUSEO%20ETNOGRAFICO%20DEL%20C.C%20JOS%C3%89%20P%C3%8DO%20AZA/descarga_2_-_4_crmg9a.jpg
125|CASA MUSEO DE LA LITERATURA|https://res.cloudinary.com/dyifsbjuf/image/upload/v1629589552/vguide/CASA%20MUSEO%20DE%20LA%20LITERATURA/descarga_1_-_5_cijke7.jpg
126|CASA MUSEO DE LA LITERATURA|https://res.cloudinary.com/dyifsbjuf/image/upload/v1629589553/vguide/CASA%20MUSEO%20DE%20LA%20LITERATURA/descarga_2_-_5_vnscbz.jpg
127|CASA MUSEO DE LA LITERATURA|https://res.cloudinary.com/dyifsbjuf/image/upload/v1629589552/vguide/CASA%20MUSEO%20DE%20LA%20LITERATURA/descarga_3_-_5_czijla.jpg
128|MUSEO DE ARQUEOLOGÍA Y ANTROPOLOGÍA UNMSM|https://res.cloudinary.com/dyifsbjuf/image/upload/v1629599214/vguide/MUSEO%20DE%20ARQUEOLOG%C3%8DA%20Y%20ANTROPOLOG%C3%8DA%20UNMSM/descarga_1_-_6_kldign.jpg
129|MUSEO DE ARQUEOLOGÍA Y ANTROPOLOGÍA UNMSM|https://res.cloudinary.com/dyifsbjuf/image/upload/v1629599214/vguide/MUSEO%20DE%20ARQUEOLOG%C3%8DA%20Y%20ANTROPOLOG%C3%8DA%20UNMSM/descarga_3_-_6_nnroye.jpg
130|MUSEO DE ARQUEOLOGÍA Y ANTROPOLOGÍA UNMSM|https://res.cloudinary.com/dyifsbjuf/image/upload/v1629599214/vguide/MUSEO%20DE%20ARQUEOLOG%C3%8DA%20Y%20ANTROPOLOG%C3%8DA%20UNMSM/descarga_2_-_6_hj9hkv.jpg
131|PLAZA SAN MARTÍN|https://res.cloudinary.com/dyifsbjuf/image/upload/v1629600872/vguide/PLAZA%20SAN%20MART%C3%8DN/descarga_1_-_7_ykiel1.jpg
132|PLAZA SAN MARTÍN|https://res.cloudinary.com/dyifsbjuf/image/upload/v1629600872/vguide/PLAZA%20SAN%20MART%C3%8DN/descarga_2_-_7_vrqwjl.jpg
133|PLAZA SAN MARTÍN|https://res.cloudinary.com/dyifsbjuf/image/upload/v1629600872/vguide/PLAZA%20SAN%20MART%C3%8DN/descarga_3_-_7_honhvw.jpg
134|MUSEO POSTAL Y FILATÉLICO DEL PERÚ|https://res.cloudinary.com/dyifsbjuf/image/upload/v1629602219/vguide/MUSEO%20POSTAL%20Y%20FILAT%C3%89LICO%20DEL%20PER%C3%9A/descarga_1_-_8_cg9nni.jpg
135|MUSEO POSTAL Y FILATÉLICO DEL PERÚ|https://res.cloudinary.com/dyifsbjuf/image/upload/v1629602220/vguide/MUSEO%20POSTAL%20Y%20FILAT%C3%89LICO%20DEL%20PER%C3%9A/descarga_2_-_8_ugbbdp.jpg
136|MUSEO POSTAL Y FILATÉLICO DEL PERÚ|https://res.cloudinary.com/dyifsbjuf/image/upload/v1629602219/vguide/MUSEO%20POSTAL%20Y%20FILAT%C3%89LICO%20DEL%20PER%C3%9A/descarga_3_-_8_lzssbo.jpg
137|MUSEO JOSEFINA RAMOS DE COX|https://res.cloudinary.com/dyifsbjuf/image/upload/v1629603735/vguide/Museo%20Josefina%20Ramos%20De%20Cox/descarga_1_-_9_yul5my.jpg
138|MUSEO JOSEFINA RAMOS DE COX|https://res.cloudinary.com/dyifsbjuf/image/upload/v1629603746/vguide/Museo%20Josefina%20Ramos%20De%20Cox/descarga_2_-_9_nesx3d.jpg
139|MUSEO JOSEFINA RAMOS DE COX|https://res.cloudinary.com/dyifsbjuf/image/upload/v1629603741/vguide/Museo%20Josefina%20Ramos%20De%20Cox/descarga_3_-_9_e7emvo.jpg
140|PARQUE DE LA EXPOSICIÓN DE LIMA|https://res.cloudinary.com/dyifsbjuf/image/upload/v1629605151/vguide/PARQUE%20DE%20LA%20EXPOSICI%C3%93N%20DE%20LIMA/descarga_3_-_10_hj0vdr.jpg
141|PARQUE DE LA EXPOSICIÓN DE LIMA|https://res.cloudinary.com/dyifsbjuf/image/upload/v1629605151/vguide/PARQUE%20DE%20LA%20EXPOSICI%C3%93N%20DE%20LIMA/descarga_1_-_10_anumzi.jpg
142|PARQUE DE LA EXPOSICIÓN DE LIMA|https://res.cloudinary.com/dyifsbjuf/image/upload/v1629605151/vguide/PARQUE%20DE%20LA%20EXPOSICI%C3%93N%20DE%20LIMA/descarga_2_-_10_e9jtce.jpg
143|MUSEO GRÁFICO DEL DIARIO EL PERUANO|https://res.cloudinary.com/dyifsbjuf/image/upload/v1629606898/vguide/MUSEO%20GR%C3%81FICO%20DEL%20DIARIO%20EL%20PERUANO/descarga_1_-_11_mfurwk.jpg
144|MUSEO GRÁFICO DEL DIARIO EL PERUANO|https://res.cloudinary.com/dyifsbjuf/image/upload/v1629606898/vguide/MUSEO%20GR%C3%81FICO%20DEL%20DIARIO%20EL%20PERUANO/descarga_2_-11_wcha1t.jpg
145|MUSEO GRÁFICO DEL DIARIO EL PERUANO|https://res.cloudinary.com/dyifsbjuf/image/upload/v1629606898/vguide/MUSEO%20GR%C3%81FICO%20DEL%20DIARIO%20EL%20PERUANO/descarga_3_-_11_c8kj6p.jpg
146|BARRIO CHINO|https://res.cloudinary.com/dyifsbjuf/image/upload/v1629650556/vguide/BARRIO%20CHINO/descarga_1_-_12_uyskfe.jpg
147|BARRIO CHINO|https://res.cloudinary.com/dyifsbjuf/image/upload/v1629650573/vguide/BARRIO%20CHINO/descarga_2_-_12_ibjs7t.jpg
148|BARRIO CHINO|https://res.cloudinary.com/dyifsbjuf/image/upload/v1629650573/vguide/BARRIO%20CHINO/descarga_3_-_12_h9vqaz.jpg
149|MUSEO NUMISMÁTICO DEL BANCO DE CRÉDITO DEL PERÚ|https://res.cloudinary.com/dyifsbjuf/image/upload/v1629652209/vguide/MUSEO%20NUMISM%C3%81TICO%20DEL%20BANCO%20DE%20CR%C3%89DITO%20DEL%20PER%C3%9A/descarga_3_-13_k2tihe.jpg
150|MUSEO NUMISMÁTICO DEL BANCO DE CRÉDITO DEL PERÚ|https://res.cloudinary.com/dyifsbjuf/image/upload/v1629652209/vguide/MUSEO%20NUMISM%C3%81TICO%20DEL%20BANCO%20DE%20CR%C3%89DITO%20DEL%20PER%C3%9A/descarga_2_-13_jrxfv2.jpg
151|MUSEO NUMISMÁTICO DEL BANCO DE CRÉDITO DEL PERÚ|https://res.cloudinary.com/dyifsbjuf/image/upload/v1629652209/vguide/MUSEO%20NUMISM%C3%81TICO%20DEL%20BANCO%20DE%20CR%C3%89DITO%20DEL%20PER%C3%9A/descarga_1_-_13_lcorsa.jpg
152|PLAZA DOS DE MAYO|https://res.cloudinary.com/dyifsbjuf/image/upload/v1629653167/vguide/PLAZA%20DOS%20DE%20MAYO/descarga_1_-_14_srlcdg.jpg
153|PLAZA DOS DE MAYO|https://res.cloudinary.com/dyifsbjuf/image/upload/v1629653167/vguide/PLAZA%20DOS%20DE%20MAYO/descarga_2_-14_h8vxct.jpg
154|PLAZA DOS DE MAYO|https://res.cloudinary.com/dyifsbjuf/image/upload/v1629653167/vguide/PLAZA%20DOS%20DE%20MAYO/descarga_3_-14_qzqmmy.jpg
155|MUSEO DE ANTROPOLOGÍA Y ARQUEOLOGÍA DE LA UNIVERSIDAD NACIONAL FEDERICO VILLARREAL|https://res.cloudinary.com/dyifsbjuf/image/upload/v1629654277/vguide/MUSEO%20DE%20ANTROPOLOG%C3%8DA%20Y%20ARQUEOLOG%C3%8DA%20DE%20LA%20UNIVERSIDAD%20NACIONAL%20FEDERICO%20VILLARREAL/descarga_1_-15_pjwwkx.jpg
156|MUSEO DE ANTROPOLOGÍA Y ARQUEOLOGÍA DE LA UNIVERSIDAD NACIONAL FEDERICO VILLARREAL|https://res.cloudinary.com/dyifsbjuf/image/upload/v1629654277/vguide/MUSEO%20DE%20ANTROPOLOG%C3%8DA%20Y%20ARQUEOLOG%C3%8DA%20DE%20LA%20UNIVERSIDAD%20NACIONAL%20FEDERICO%20VILLARREAL/descarga_2_-15_mrxniy.jpg
